$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140926,4023.254471,N,00337.924790,W,2,07,1.3,636.0,M,53.0,M,,*59
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140930,4023.254471,N,00337.924789,W,2,08,1.2,636.0,M,53.0,M,,*58
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140933,4023.254429,N,00337.924658,W,2,08,0.8,636.0,M,53.0,M,,*50
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140938,4023.254408,N,00337.924651,W,2,08,0.8,636.0,M,53.0,M,,*51
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140943,4023.254410,N,00337.924653,W,2,09,0.8,636.0,M,53.0,M,,*57
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140948,4023.247937,N,00337.939868,W,2,07,0.8,641.0,M,53.0,M,,*52
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140953,4023.231711,N,00337.953808,W,2,07,1.3,647.0,M,53.0,M,,*55
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,140958,4023.215238,N,00337.969601,W,2,06,1.5,643.0,M,53.0,M,,*5B
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141003,4023.202322,N,00337.979410,W,2,07,1.4,647.0,M,53.0,M,,*56
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141008,4023.197252,N,00337.985338,W,2,07,1.5,647.0,M,53.0,M,,*5B
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141013,4023.190379,N,00337.994467,W,2,06,1.1,645.0,M,53.0,M,,*54
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141018,4023.183427,N,00337.996633,W,2,05,1.2,647.0,M,53.0,M,,*52
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141023,4023.172938,N,00337.999379,W,2,06,0.9,647.0,M,53.0,M,,*5A
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141028,4023.160989,N,00337.992715,W,2,06,0.8,646.0,M,53.0,M,,*5D
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141033,4023.164375,N,00337.976378,W,2,09,0.8,639.0,M,53.0,M,,*58
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141038,4023.177796,N,00337.969529,W,2,08,0.8,639.0,M,53.0,M,,*55
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141043,4023.188816,N,00337.977673,W,2,08,0.8,644.0,M,53.0,M,,*57
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141048,4023.185714,N,00337.983508,W,2,08,0.7,650.0,M,53.0,M,,*52
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141053,4023.176364,N,00337.989061,W,2,08,0.8,646.0,M,53.0,M,,*5F
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141058,4023.170702,N,00337.978915,W,2,10,0.7,638.0,M,53.0,M,,*5D
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141103,4023.188270,N,00337.975154,W,2,10,0.9,643.0,M,53.0,M,,*57
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141108,4023.207749,N,00337.971754,W,2,09,0.9,643.0,M,53.0,M,,*5D
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141113,4023.228900,N,00337.963552,W,2,10,0.9,646.0,M,53.0,M,,*53
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141118,4023.246808,N,00337.949044,W,2,09,1.0,651.0,M,53.0,M,,*55
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141123,4023.255461,N,00337.940903,W,2,09,1.0,647.0,M,53.0,M,,*58
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141128,4023.256728,N,00337.927735,W,2,09,1.0,645.0,M,53.0,M,,*56
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141133,4023.256116,N,00337.919863,W,2,09,0.8,643.0,M,53.0,M,,*59
$GPGGA,,,,,,0,,,,,,,,*66
$GPGGA,141138,4023.250475,N,00337.920970,W,2,10,0.8,641.0,M,53.0,M,,*57
